gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,35.54,1842.53,No
Female,0,Yes,No,45,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.26,3796.66,No
Male,0,Yes,No,59,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,110.1,7013.63,No
Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,30.31,1230.23,No
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,34.58,727.28,Yes
Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.83,3150.04,Yes
Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,119.43,6169.75,Yes
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.39,1620.1,No
Male,1,No,Yes,70,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),52.47,3338.72,No
Female,1,No,No,49,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),103.51,4629.13,No
Male,0,No,No,44,Yes,Yes,No,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,33.07,1329.1,No
Male,0,Yes,No,35,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,119.62,3779.82,No
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.89,496.8,Yes
Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),115.92,8195.05,No
Female,0,No,No,51,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,34.44,1843.96,No
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),43.24,2300.89,No
Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.08,3536.57,No
Female,0,No,No,36,Yes,No,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),25.1,830.25,No
Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),26.07,251.42,No
Female,1,No,Yes,50,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,110.38,5376.28,No
Male,0,Yes,Yes,37,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),24.27,850.53,No
Female,0,Yes,No,20,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,1762.18,No
Male,1,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.76,1223.44,No
Female,1,Yes,No,19,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,27.28,467.37,No
Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,No,Mailed check,38.76,2297.16,No
Female,0,Yes,No,45,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.48,2676.88,Yes
Female,0,No,Yes,60,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,84.17,5518.91,No
Female,1,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),109.58,8000.28,No
Female,0,No,No,57,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,72.68,4071.97,No
Female,1,Yes,Yes,54,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.64,5698.05,No
Male,0,No,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),39.03,1551.16,No
Female,0,No,Yes,37,Yes,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,82.28,3132.13,No
Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,104.46,1463.84,No
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.33,1837.66,No
Male,0,No,No,42,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,98.85,4202.59,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,60.03,59.01,Yes
Male,0,No,Yes,23,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,119.96,2739.97,Yes
Female,1,No,No,64,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,29.16,1995.18,No
Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.33,2300.11,No
Male,0,Yes,No,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),98.3,429.59,Yes
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,87.62,3885.51,No
Male,0,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.56,4489.53,Yes
Male,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.31,1271.68,No
Female,0,No,No,63,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),60.54,3499.93,No
Male,1,Yes,No,61,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),54.23,3394.44,No
Female,0,No,No,49,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,79.37,3812.92,Yes
Female,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.84,4624.24,No
Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),47.93,1764.88,Yes
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,114.66,724.38,Yes
Male,0,Yes,No,53,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),56.48,2796.27,No
Male,1,Yes,No,25,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,63.4,1682.82,Yes
Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,61.11,4299.22,No
Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,31.13,168.11,Yes
Male,0,Yes,No,65,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,31.59,1990.35,No
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),99.53,778.69,No
Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.13,2420.37,No
Female,0,No,Yes,43,No,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,41.6,1857.55,No
Female,0,Yes,Yes,5,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,90.77,456.27,Yes
Male,0,Yes,Yes,4,No,No phone service,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,115.97,506.61,Yes
Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),113.68,114.05,No
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.34,4906.09,No
Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),39.16,1825.61,No
Male,0,Yes,No,65,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),35.41,2307.28,Yes
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.1,302.27,No
Female,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,116.28,2380.33,Yes
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,82.23,5748.94,No
Female,0,No,No,56,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,110.13,6747.79,No
Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.49,1697.39,Yes
Female,1,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.4,879.94,No
Female,0,No,No,48,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),42.3,1960.12,No
Male,0,Yes,No,31,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Credit card (automatic),26.78,903.74,No
Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,67.41,1972.75,Yes
Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,No,Mailed check,52.39,3268.43,No
Male,1,No,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,62.6,623.27,No
Male,0,No,Yes,71,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,20.87,1379.14,Yes
Male,1,Yes,No,59,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),92.12,5304.03,No
Female,1,No,Yes,51,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),40.06,2138.05,No
Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),56.83,521.63,No
Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.24,2934.79,No
Male,0,Yes,No,62,Yes,No,No,No,No,No,No,Yes,Yes,One year,No,Mailed check,26.62,1649.75,No
Male,0,Yes,No,9,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,56.55,540.82,No
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,109.98,1002.25,Yes
Female,0,No,Yes,24,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,109.32,2608.15,No
Male,0,No,Yes,39,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),22.46,861.06,No
Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.98,185.19,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,79.4,1815.87,Yes
Male,1,No,Yes,66,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.48,2831.8,No
Female,0,No,Yes,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),109.85,1176.83,No
Male,1,No,No,24,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.29,1669.22,No
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,52.58,3399.41,No
Female,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No,No,No,No,One year,Yes,Electronic check,115.33,3614.72,No
Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),51.79,515.82,Yes
Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.08,310.22,Yes
Male,1,Yes,No,70,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,33.31,2285.01,No
Male,0,No,No,32,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),42.23,1268.68,Yes
Male,1,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.05,3771.76,No
Female,0,No,No,48,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),95.97,4564.9,No
Male,0,Yes,No,13,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,58.66,712.43,No
Male,0,No,No,59,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,54.94,3245.42,No
Female,0,Yes,No,67,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,61.84,4420.41,No
Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),50.08,2809.67,Yes
Female,0,No,No,41,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.78,3124.8,Yes
Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,103.66,6020.78,No
Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),20.94,787.11,No
Female,1,Yes,No,38,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),113.6,4183.09,No
Female,1,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.8,1947.82,No
Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.97,4049.2,Yes
Female,0,No,No,70,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,43.36,3145.81,Yes
Female,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),111.7,1349.47,No
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),98.73,2769.43,Yes
Male,1,Yes,No,48,No,Yes,No,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),46.92,2082.89,No
Male,1,No,No,24,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,22.83,540.59,No
Male,0,No,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.58,1497.73,No
Female,0,Yes,Yes,27,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,102.18,2671.4,Yes
Male,0,Yes,No,54,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,87.98,5022.0,No
Female,1,No,Yes,55,Yes,No phone service,No,Yes,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),58.17,3234.95,No
Male,0,Yes,No,21,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,32.74,681.89,No
Male,0,No,Yes,59,No,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.7,3451.82,Yes
Male,0,No,Yes,34,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,46.86,1490.35,No
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.31,5395.34,Yes
Male,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,35.94,1775.97,No
Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),101.95,5974.09,No
Female,0,No,No,18,No,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,81.19,1363.11,Yes
Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.26,213.25,Yes
Male,0,Yes,Yes,24,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),56.02,1222.35,No
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,70.75,71.7,Yes
Female,0,Yes,Yes,6,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,74.01,456.94,No
Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),43.7,886.75,No
Female,0,No,No,43,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,118.88,4931.73,No
Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,110.95,922.52,No
Male,0,No,No,69,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),59.08,3744.44,No
Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,45.4,2229.8,Yes
Female,1,No,Yes,47,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),50.7,2513.24,No
Female,0,No,Yes,28,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.02,3564.07,Yes
Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.71,2522.47,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.19,415.09,Yes
Female,0,Yes,No,8,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),25.9,195.19,No
Male,0,No,No,61,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.68,5981.59,Yes
Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.21,1522.45,No
Female,0,No,No,34,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),85.1,3168.89,Yes
Male,0,Yes,No,20,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,32.11,627.8,No
Female,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),118.14,3729.82,No
Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),41.28,1872.4,No
Male,1,No,Yes,10,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.97,920.95,No
Female,0,Yes,No,30,Yes,Yes,No,No,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),95.15,3090.91,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,95.99,2608.81,Yes
Male,1,No,No,57,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),102.6,6264.46,Yes
Female,1,No,No,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.91,7587.73,No
Male,0,No,No,71,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.6,1985.0,No
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.22,3114.21,Yes
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,117.48,351.21,Yes
Female,0,No,No,46,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,108.21,5451.06,No
Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,119.06,4074.09,Yes
Female,0,Yes,No,26,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),78.24,2007.68,No
Female,0,No,Yes,10,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.28,883.68,Yes
Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,46.38,1542.59,Yes
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.83,486.68,No
Male,0,Yes,No,55,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,22.09,1309.82,No
Female,0,Yes,Yes,10,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.97,975.1,Yes
Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),112.59,6105.09,Yes
Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,No,Mailed check,31.21,1389.7,No
